SR NO,Company Name,Symbol,SECTOR,INDUSTRY,ISIN Code
136,Shriram Pistons & Rings Ltd.,SHRIPISTON,NIFTY AUTO,Engineering - Industrial Equipments,INE526E01018
137,Sona BLW Precision Forgings Ltd.,SONACOMS,NIFTY AUTO,Auto Ancillary,INE073K01018
137,Sundram Fasteners Ltd.,SUNDRMFAST,NIFTY AUTO,Auto Ancillary,INE387A01021
138,Tenneco Clean Air India Ltd.,TENNIND,NIFTY AUTO,Auto Ancillary,INE19RI01016
138,Varroc Engineering Ltd.,VARROC,NIFTY AUTO,Auto Ancillary,INE665L01035
139,ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,NIFTY AUTO,Auto Ancillary,INE342J01019
139,Bharat Forge Ltd.,BHARATFORG,NIFTY AUTO,Forgings,INE465A01025
140,Hero MotoCorp Ltd.,HEROMOTOCO,NIFTY AUTO,Automobile Two & Three Wheelers,INE158A01026
140,Axis Bank Ltd.,AXISBANK,NIFTY FIN NXT 50,,INE238A01034
141,BSE Ltd.,BSE,NIFTY FIN NXT 50,,INE118H01025
141,Bajaj Finance Ltd.,BAJFINANCE,NIFTY FIN NXT 50,,INE296A01032
142,Bajaj Finserv Ltd.,BAJAJFINSV,NIFTY FIN NXT 50,,INE918I01026
142,Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN,NIFTY FIN NXT 50,,INE121A01024
143,HDFC Bank Ltd.,HDFCBANK,NIFTY FIN NXT 50,,INE040A01034
143,HDFC Life Insurance Company Ltd.,HDFCLIFE,NIFTY FIN NXT 50,,INE795G01014
144,ICICI Bank Ltd.,ICICIBANK,NIFTY FIN NXT 50,,INE090A01021
144,ICICI Lombard General Insurance Company Ltd.,ICICIGI,NIFTY FIN NXT 50,,INE765G01017
145,Jio Financial Services Ltd.,JIOFIN,NIFTY FIN NXT 50,,INE758E01017
145,Kotak Mahindra Bank Ltd.,KOTAKBANK,NIFTY FIN NXT 50,,INE237A01036
146,LIC Housing Finance Ltd.,LICHSGFIN,NIFTY FIN NXT 50,,INE115A01026
146,Max Financial Services Ltd.,MFSL,NIFTY FIN NXT 50,,INE180A01020
147,Muthoot Finance Ltd.,MUTHOOTFIN,NIFTY FIN NXT 50,,INE414G01012
147,Power Finance Corporation Ltd.,PFC,NIFTY FIN NXT 50,,INE134E01011
148,REC Ltd.,RECLTD,NIFTY FIN NXT 50,,INE020B01018
148,SBI Cards and Payment Services Ltd.,SBICARD,NIFTY FIN NXT 50,,INE018E01016
149,SBI Life Insurance Company Ltd.,SBILIFE,NIFTY FIN NXT 50,,INE123W01016
149,Shriram Finance Ltd.,SHRIRAMFIN,NIFTY FIN NXT 50,,INE721A01047
150,State Bank of India,SBIN,NIFTY FIN NXT 50,,INE062A01020
150,Aditya Birla Real Estate Ltd.,ABREL,NIFTY REALTY,,INE055A01016
151,Anant Raj Ltd.,ANANTRAJ,NIFTY REALTY,,INE242C01024
151,Brigade Enterprises Ltd.,BRIGADE,NIFTY REALTY,,INE791I01019
152,DLF Ltd.,DLF,NIFTY REALTY,,INE271C01023
152,Godrej Properties Ltd.,GODREJPROP,NIFTY REALTY,,INE484J01027
153,Lodha Developers Ltd.,LODHA,NIFTY REALTY,,INE670K01029
153,Oberoi Realty Ltd.,OBEROIRLTY,NIFTY REALTY,,INE093I01010
154,Phoenix Mills Ltd.,PHOENIXLTD,NIFTY REALTY,,INE211B01039
154,Prestige Estates Projects Ltd.,PRESTIGE,NIFTY REALTY,,INE811K01011
155,Sobha Ltd.,SOBHA,NIFTY REALTY,,INE671H01015
155,Bank of Baroda,BANKBARODA,NIFTY PSU BANK,,INE028A01039
156,Bank of India,BANKINDIA,NIFTY PSU BANK,,INE084A01016
156,Bank of Maharashtra,MAHABANK,NIFTY PSU BANK,,INE457A01014
157,Canara Bank,CANBK,NIFTY PSU BANK,,INE476A01022
157,Central Bank of India,CENTRALBK,NIFTY PSU BANK,,INE483A01010
158,Indian Bank,INDIANB,NIFTY PSU BANK,,INE562A01011
158,Indian Overseas Bank,IOB,NIFTY PSU BANK,,INE565A01014
159,Punjab & Sind Bank,PSB,NIFTY PSU BANK,,INE608A01012
159,Punjab National Bank,PNB,NIFTY PSU BANK,,INE160A01022
160,State Bank of India,SBIN,NIFTY PSU BANK,,INE062A01020
160,UCO Bank,UCOBANK,NIFTY PSU BANK,,INE691A01018
161,Union Bank of India,UNIONBANK,NIFTY PSU BANK,,INE692A01016
161,AU Small Finance Bank Ltd.,AUBANK,NIFTY BANK,,INE949L01017
162,Axis Bank Ltd.,AXISBANK,NIFTY BANK,,INE238A01034
162,Bank of Baroda,BANKBARODA,NIFTY BANK,,INE028A01039
163,Canara Bank,CANBK,NIFTY BANK,,INE476A01022
163,Federal Bank Ltd.,FEDERALBNK,NIFTY BANK,,INE171A01029
164,HDFC Bank Ltd.,HDFCBANK,NIFTY BANK,,INE040A01034
164,ICICI Bank Ltd.,ICICIBANK,NIFTY BANK,,INE090A01021
165,IDFC First Bank Ltd.,IDFCFIRSTB,NIFTY BANK,,INE092T01019
165,IndusInd Bank Ltd.,INDUSINDBK,NIFTY BANK,,INE095A01012
166,Kotak Mahindra Bank Ltd.,KOTAKBANK,NIFTY BANK,,INE237A01036
166,Punjab National Bank,PNB,NIFTY BANK,,INE160A01022
167,State Bank of India,SBIN,NIFTY BANK,,INE062A01020
167,Union Bank of India,UNIONBANK,NIFTY BANK,,INE692A01016
168,Yes Bank Ltd.,YESBANK,NIFTY BANK,,INE528G01035
168,Axis Bank Ltd.,AXISBANK,NIFTY PVT BANK,,INE238A01034
169,Bandhan Bank Ltd.,BANDHANBNK,NIFTY PVT BANK,,INE545U01014
169,Federal Bank Ltd.,FEDERALBNK,NIFTY PVT BANK,,INE171A01029
170,HDFC Bank Ltd.,HDFCBANK,NIFTY PVT BANK,,INE040A01034
170,ICICI Bank Ltd.,ICICIBANK,NIFTY PVT BANK,,INE090A01021
171,IDFC First Bank Ltd.,IDFCFIRSTB,NIFTY PVT BANK,,INE092T01019
171,IndusInd Bank Ltd.,INDUSINDBK,NIFTY PVT BANK,,INE095A01012
172,Kotak Mahindra Bank Ltd.,KOTAKBANK,NIFTY PVT BANK,,INE237A01036
172,RBL Bank Ltd.,RBLBANK,NIFTY PVT BANK,,INE976G01028
173,Yes Bank Ltd.,YESBANK,NIFTY PVT BANK,,INE528G01035
173,PVR INOX Ltd.,PVRINOX,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE191H01014
174,Saregama India Ltd,SAREGAMA,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE979A01025
174,Sun TV Network Ltd.,SUNTV,NIFTY MEDIA,TV Broadcasting & Software Production,INE424H01027
175,Zee Entertainment Enterprises Ltd.,ZEEL,NIFTY MEDIA,TV Broadcasting & Software Production,INE256A01028
175,PVR INOX Ltd.,PVRINOX,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE191H01014
176,Saregama India Ltd,SAREGAMA,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE979A01025
176,Sun TV Network Ltd.,SUNTV,NIFTY MEDIA,TV Broadcasting & Software Production,INE424H01027
177,Zee Entertainment Enterprises Ltd.,ZEEL,NIFTY MEDIA,TV Broadcasting & Software Production,INE256A01028
177,Nazara Technologies Ltd.,NAZARA,NIFTY MEDIA,IT - Software,INE418L01047
178,Network18 Media & Investments Ltd.,NETWORK18,NIFTY MEDIA,TV Broadcasting & Software Production,INE870H01013
178,PVR INOX Ltd.,PVRINOX,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE191H01014
179,Prime Focus Ltd,PFOCUS,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE367G01038
179,Saregama India Ltd,SAREGAMA,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE979A01025
180,Sun TV Network Ltd.,SUNTV,NIFTY MEDIA,TV Broadcasting & Software Production,INE424H01027
180,Tips Music Ltd.,TIPSMUSIC,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE716B01029
181,Zee Entertainment Enterprises Ltd.,ZEEL,NIFTY MEDIA,TV Broadcasting & Software Production,INE256A01028
181,PVR INOX Ltd.,PVRINOX,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE191H01014
182,Saregama India Ltd,SAREGAMA,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE979A01025
182,Sun TV Network Ltd.,SUNTV,NIFTY MEDIA,TV Broadcasting & Software Production,INE424H01027
183,Zee Entertainment Enterprises Ltd.,ZEEL,NIFTY MEDIA,TV Broadcasting & Software Production,INE256A01028
183,PVR INOX Ltd.,PVRINOX,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE191H01014
184,Saregama India Ltd,SAREGAMA,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE979A01025
184,Sun TV Network Ltd.,SUNTV,NIFTY MEDIA,TV Broadcasting & Software Production,INE424H01027
185,Zee Entertainment Enterprises Ltd.,ZEEL,NIFTY MEDIA,TV Broadcasting & Software Production,INE256A01028
185,Nazara Technologies Ltd.,NAZARA,NIFTY MEDIA,IT - Software,INE418L01047
186,Network18 Media & Investments Ltd.,NETWORK18,NIFTY MEDIA,TV Broadcasting & Software Production,INE870H01013
186,PVR INOX Ltd.,PVRINOX,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE191H01014
187,Prime Focus Ltd,PFOCUS,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE367G01038
187,Saregama India Ltd,SAREGAMA,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE979A01025
188,Sun TV Network Ltd.,SUNTV,NIFTY MEDIA,TV Broadcasting & Software Production,INE424H01027
188,Tips Music Ltd.,TIPSMUSIC,NIFTY MEDIA,"Film Production, Distribution & Entertainment",INE716B01029
189,Zee Entertainment Enterprises Ltd.,ZEEL,NIFTY MEDIA,TV Broadcasting & Software Production,INE256A01028
189,Asian Paints Ltd.,ASIANPAINT,NIFTY CONSUMER DUR,Paints,INE021A01026
190,Titan Company Ltd.,TITAN,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE280A01028
190,Asian Paints Ltd.,ASIANPAINT,NIFTY CONSUMER DUR,Paints,INE021A01026
191,Titan Company Ltd.,TITAN,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE280A01028
191,Asian Paints Ltd.,ASIANPAINT,NIFTY CONSUMER DUR,Paints,INE021A01026
192,Blue Star Ltd.,BLUESTARCO,NIFTY CONSUMER DUR,Air Conditioners,INE472A01039
192,Dixon Technologies (India) Ltd.,DIXON,NIFTY CONSUMER DUR,Consumer Durables - Electronics,INE935N01020
193,Havells India Ltd.,HAVELLS,NIFTY CONSUMER DUR,Electric Equipment,INE176B01034
193,Kalyan Jewellers India Ltd.,KALYANKJIL,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE303R01014
194,LG Electronics India Ltd.,LGEINDIA,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE324D01010
194,Titan Company Ltd.,TITAN,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE280A01028
195,Voltas Ltd.,VOLTAS,NIFTY CONSUMER DUR,Air Conditioners,INE226A01021
195,Akzo Nobel India Ltd.,AKZOINDIA,NIFTY CONSUMER DUR,Paints,INE133A01011
196,Amber Enterprises India Ltd.,AMBER,NIFTY CONSUMER DUR,Air Conditioners,INE371P01015
196,Asian Paints Ltd.,ASIANPAINT,NIFTY CONSUMER DUR,Paints,INE021A01026
197,Bata India Ltd.,BATAINDIA,NIFTY CONSUMER DUR,Footwear,INE176A01028
197,Berger Paints India Ltd.,BERGEPAINT,NIFTY CONSUMER DUR,Paints,INE463A01038
198,Blue Star Ltd.,BLUESTARCO,NIFTY CONSUMER DUR,Air Conditioners,INE472A01039
198,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE299U01018
199,Dixon Technologies (India) Ltd.,DIXON,NIFTY CONSUMER DUR,Consumer Durables - Electronics,INE935N01020
199,Havells India Ltd.,HAVELLS,NIFTY CONSUMER DUR,Electric Equipment,INE176B01034
200,Kajaria Ceramics Ltd.,KAJARIACER,NIFTY CONSUMER DUR,Ceramics/Marble/Granite/Sanitaryware,INE217B01036
200,Kalyan Jewellers India Ltd.,KALYANKJIL,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE303R01014
201,LG Electronics India Ltd.,LGEINDIA,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE324D01010
201,PG Electroplast Ltd.,PGEL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE457L01029
202,Titan Company Ltd.,TITAN,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE280A01028
202,Voltas Ltd.,VOLTAS,NIFTY CONSUMER DUR,Air Conditioners,INE226A01021
203,Whirlpool of India Ltd.,WHIRLPOOL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE716A01013
203,Dixon Technologies (India) Ltd.,DIXON,NIFTY CONSUMER DUR,Consumer Durables - Electronics,INE935N01020
204,Havells India Ltd.,HAVELLS,NIFTY CONSUMER DUR,Electric Equipment,INE176B01034
204,Blue Star Ltd.,BLUESTARCO,NIFTY CONSUMER DUR,Air Conditioners,INE472A01039
205,Dixon Technologies (India) Ltd.,DIXON,NIFTY CONSUMER DUR,Consumer Durables - Electronics,INE935N01020
205,Havells India Ltd.,HAVELLS,NIFTY CONSUMER DUR,Electric Equipment,INE176B01034
206,Kalyan Jewellers India Ltd.,KALYANKJIL,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE303R01014
206,LG Electronics India Ltd.,LGEINDIA,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE324D01010
207,Voltas Ltd.,VOLTAS,NIFTY CONSUMER DUR,Air Conditioners,INE226A01021
207,Berger Paints India Ltd.,BERGEPAINT,NIFTY CONSUMER DUR,Paints,INE463A01038
208,Blue Star Ltd.,BLUESTARCO,NIFTY CONSUMER DUR,Air Conditioners,INE472A01039
208,Dixon Technologies (India) Ltd.,DIXON,NIFTY CONSUMER DUR,Consumer Durables - Electronics,INE935N01020
209,Havells India Ltd.,HAVELLS,NIFTY CONSUMER DUR,Electric Equipment,INE176B01034
209,Kalyan Jewellers India Ltd.,KALYANKJIL,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE303R01014
210,LG Electronics India Ltd.,LGEINDIA,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE324D01010
210,Voltas Ltd.,VOLTAS,NIFTY CONSUMER DUR,Air Conditioners,INE226A01021
211,Akzo Nobel India Ltd.,AKZOINDIA,NIFTY CONSUMER DUR,Paints,INE133A01011
211,Amber Enterprises India Ltd.,AMBER,NIFTY CONSUMER DUR,Air Conditioners,INE371P01015
212,Bata India Ltd.,BATAINDIA,NIFTY CONSUMER DUR,Footwear,INE176A01028
212,Berger Paints India Ltd.,BERGEPAINT,NIFTY CONSUMER DUR,Paints,INE463A01038
213,Blue Star Ltd.,BLUESTARCO,NIFTY CONSUMER DUR,Air Conditioners,INE472A01039
213,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE299U01018
214,Dixon Technologies (India) Ltd.,DIXON,NIFTY CONSUMER DUR,Consumer Durables - Electronics,INE935N01020
214,Havells India Ltd.,HAVELLS,NIFTY CONSUMER DUR,Electric Equipment,INE176B01034
215,Kajaria Ceramics Ltd.,KAJARIACER,NIFTY CONSUMER DUR,Ceramics/Marble/Granite/Sanitaryware,INE217B01036
215,Kalyan Jewellers India Ltd.,KALYANKJIL,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE303R01014
216,LG Electronics India Ltd.,LGEINDIA,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE324D01010
216,PG Electroplast Ltd.,PGEL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE457L01029
217,Voltas Ltd.,VOLTAS,NIFTY CONSUMER DUR,Air Conditioners,INE226A01021
217,Whirlpool of India Ltd.,WHIRLPOOL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE716A01013
218,Akzo Nobel India Ltd.,AKZOINDIA,NIFTY CONSUMER DUR,Paints,INE133A01011
218,Amber Enterprises India Ltd.,AMBER,NIFTY CONSUMER DUR,Air Conditioners,INE371P01015
219,Asian Paints Ltd.,ASIANPAINT,NIFTY CONSUMER DUR,Paints,INE021A01026
219,Bajaj Electricals Ltd,BAJAJELEC,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE193E01025
220,Bata India Ltd.,BATAINDIA,NIFTY CONSUMER DUR,Footwear,INE176A01028
220,Berger Paints India Ltd.,BERGEPAINT,NIFTY CONSUMER DUR,Paints,INE463A01038
221,Blue Star Ltd.,BLUESTARCO,NIFTY CONSUMER DUR,Air Conditioners,INE472A01039
221,BlueStone Jewellery and Lifestyle Ltd.,BLUESTONE,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE304W01038
222,Campus Activewear Ltd.,CAMPUS,NIFTY CONSUMER DUR,Footwear,INE278Y01022
222,Cello World Ltd.,CELLO,NIFTY CONSUMER DUR,Trading,INE0LMW01024
223,Century Plyboards (India) Ltd.,CENTURYPLY,NIFTY CONSUMER DUR,Wood & Wood Products,INE348B01021
223,Cera Sanitaryware Ltd,CERA,NIFTY CONSUMER DUR,Ceramics/Marble/Granite/Sanitaryware,INE739E01017
224,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE299U01018
224,Dixon Technologies (India) Ltd.,DIXON,NIFTY CONSUMER DUR,Consumer Durables - Electronics,INE935N01020
225,Ethos Ltd.,ETHOSLTD,NIFTY CONSUMER DUR,Retailing,INE04TZ01018
225,Eureka Forbes Ltd.,EUREKAFORB,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE0KCE01017
226,Havells India Ltd.,HAVELLS,NIFTY CONSUMER DUR,Electric Equipment,INE176B01034
226,IFB Industries Ltd.,IFBIND,NIFTY CONSUMER DUR,Consumer Durables - Electronics,INE559A01017
227,Indigo Paints Ltd.,INDIGOPNTS,NIFTY CONSUMER DUR,Paints,INE09VQ01012
227,Kajaria Ceramics Ltd.,KAJARIACER,NIFTY CONSUMER DUR,Ceramics/Marble/Granite/Sanitaryware,INE217B01036
228,Kalyan Jewellers India Ltd.,KALYANKJIL,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE303R01014
228,Kansai Nerolac Paints Ltd.,KANSAINER,NIFTY CONSUMER DUR,Paints,INE531A01024
229,LG Electronics India Ltd.,LGEINDIA,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE324D01010
229,P N Gadgil Jewellers Ltd.,PNGJL,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE953R01016
230,PC Jeweller Ltd.,PCJEWELLER,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE785M01021
230,PG Electroplast Ltd.,PGEL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE457L01029
231,Redtape Ltd.,REDTAPE,NIFTY CONSUMER DUR,Footwear,INE0LXT01019
231,Relaxo Footwears Ltd.,RELAXO,NIFTY CONSUMER DUR,Footwear,INE131B01039
232,SKY GOLD AND DIAMONDS Ltd.,SKYGOLD,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE01IU01018
232,Safari Industries (India) Ltd.,SAFARI,NIFTY CONSUMER DUR,Household & Personal Products,INE429E01023
233,Senco Gold Ltd.,SENCO,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE602W01027
233,Shaily Engineering Plastics Ltd.,SHAILY,NIFTY CONSUMER DUR,Plastic Products,INE151G01028
234,Sheela Foam Ltd.,SFL,NIFTY CONSUMER DUR,Household & Personal Products,INE916U01025
234,Thangamayil Jewellery Ltd.,THANGAMAYL,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE085J01014
235,Titan Company Ltd.,TITAN,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE280A01028
235,V-Guard Industries Ltd.,VGUARD,NIFTY CONSUMER DUR,Electric Equipment,INE951I01027
236,V.I.P. Industries Ltd.,VIPIND,NIFTY CONSUMER DUR,Household & Personal Products,INE054A01027
236,Vaibhav Global Ltd.,VAIBHAVGBL,NIFTY CONSUMER DUR,Retailing,INE884A01027
237,Voltas Ltd.,VOLTAS,NIFTY CONSUMER DUR,Air Conditioners,INE226A01021
237,Wakefit Innovations Ltd.,WAKEFIT,NIFTY CONSUMER DUR,Household & Personal Products,INE0E7301029
238,Whirlpool of India Ltd.,WHIRLPOOL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE716A01013
238,Akzo Nobel India Ltd.,AKZOINDIA,NIFTY CONSUMER DUR,Paints,INE133A01011
239,Amber Enterprises India Ltd.,AMBER,NIFTY CONSUMER DUR,Air Conditioners,INE371P01015
239,Asian Paints Ltd.,ASIANPAINT,NIFTY CONSUMER DUR,Paints,INE021A01026
240,Bata India Ltd.,BATAINDIA,NIFTY CONSUMER DUR,Footwear,INE176A01028
240,Berger Paints India Ltd.,BERGEPAINT,NIFTY CONSUMER DUR,Paints,INE463A01038
241,Blue Star Ltd.,BLUESTARCO,NIFTY CONSUMER DUR,Air Conditioners,INE472A01039
241,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE299U01018
242,Dixon Technologies (India) Ltd.,DIXON,NIFTY CONSUMER DUR,Consumer Durables - Electronics,INE935N01020
242,Havells India Ltd.,HAVELLS,NIFTY CONSUMER DUR,Electric Equipment,INE176B01034
243,Kajaria Ceramics Ltd.,KAJARIACER,NIFTY CONSUMER DUR,Ceramics/Marble/Granite/Sanitaryware,INE217B01036
243,Kalyan Jewellers India Ltd.,KALYANKJIL,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE303R01014
244,LG Electronics India Ltd.,LGEINDIA,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE324D01010
244,PG Electroplast Ltd.,PGEL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE457L01029
245,Titan Company Ltd.,TITAN,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE280A01028
245,Voltas Ltd.,VOLTAS,NIFTY CONSUMER DUR,Air Conditioners,INE226A01021
246,Whirlpool of India Ltd.,WHIRLPOOL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE716A01013
246,Asian Paints Ltd.,ASIANPAINT,NIFTY CONSUMER DUR,Paints,INE021A01026
247,Berger Paints India Ltd.,BERGEPAINT,NIFTY CONSUMER DUR,Paints,INE463A01038
247,Blue Star Ltd.,BLUESTARCO,NIFTY CONSUMER DUR,Air Conditioners,INE472A01039
248,Dixon Technologies (India) Ltd.,DIXON,NIFTY CONSUMER DUR,Consumer Durables - Electronics,INE935N01020
248,Havells India Ltd.,HAVELLS,NIFTY CONSUMER DUR,Electric Equipment,INE176B01034
249,Kalyan Jewellers India Ltd.,KALYANKJIL,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE303R01014
249,LG Electronics India Ltd.,LGEINDIA,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE324D01010
250,Titan Company Ltd.,TITAN,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE280A01028
250,Voltas Ltd.,VOLTAS,NIFTY CONSUMER DUR,Air Conditioners,INE226A01021
251,Amber Enterprises India Ltd.,AMBER,NIFTY CONSUMER DUR,Air Conditioners,INE371P01015
251,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE299U01018
252,PG Electroplast Ltd.,PGEL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE457L01029
252,Amber Enterprises India Ltd.,AMBER,NIFTY CONSUMER DUR,Air Conditioners,INE371P01015
253,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE299U01018
253,PG Electroplast Ltd.,PGEL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE457L01029
254,Whirlpool of India Ltd.,WHIRLPOOL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE716A01013
254,Akzo Nobel India Ltd.,AKZOINDIA,NIFTY CONSUMER DUR,Paints,INE133A01011
255,Amber Enterprises India Ltd.,AMBER,NIFTY CONSUMER DUR,Air Conditioners,INE371P01015
255,Bata India Ltd.,BATAINDIA,NIFTY CONSUMER DUR,Footwear,INE176A01028
256,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE299U01018
256,Kajaria Ceramics Ltd.,KAJARIACER,NIFTY CONSUMER DUR,Ceramics/Marble/Granite/Sanitaryware,INE217B01036
257,PG Electroplast Ltd.,PGEL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE457L01029
257,Whirlpool of India Ltd.,WHIRLPOOL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE716A01013
258,Akzo Nobel India Ltd.,AKZOINDIA,NIFTY CONSUMER DUR,Paints,INE133A01011
258,Amber Enterprises India Ltd.,AMBER,NIFTY CONSUMER DUR,Air Conditioners,INE371P01015
259,Bajaj Electricals Ltd,BAJAJELEC,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE193E01025
259,Bata India Ltd.,BATAINDIA,NIFTY CONSUMER DUR,Footwear,INE176A01028
260,BlueStone Jewellery and Lifestyle Ltd.,BLUESTONE,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE304W01038
260,Campus Activewear Ltd.,CAMPUS,NIFTY CONSUMER DUR,Footwear,INE278Y01022
261,Cello World Ltd.,CELLO,NIFTY CONSUMER DUR,Trading,INE0LMW01024
261,Century Plyboards (India) Ltd.,CENTURYPLY,NIFTY CONSUMER DUR,Wood & Wood Products,INE348B01021
262,Cera Sanitaryware Ltd,CERA,NIFTY CONSUMER DUR,Ceramics/Marble/Granite/Sanitaryware,INE739E01017
262,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE299U01018
263,Ethos Ltd.,ETHOSLTD,NIFTY CONSUMER DUR,Retailing,INE04TZ01018
263,Eureka Forbes Ltd.,EUREKAFORB,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE0KCE01017
264,IFB Industries Ltd.,IFBIND,NIFTY CONSUMER DUR,Consumer Durables - Electronics,INE559A01017
264,Indigo Paints Ltd.,INDIGOPNTS,NIFTY CONSUMER DUR,Paints,INE09VQ01012
265,Kajaria Ceramics Ltd.,KAJARIACER,NIFTY CONSUMER DUR,Ceramics/Marble/Granite/Sanitaryware,INE217B01036
265,Kansai Nerolac Paints Ltd.,KANSAINER,NIFTY CONSUMER DUR,Paints,INE531A01024
266,Metro Brands Ltd.,METROBRAND,NIFTY CONSUMER DUR,Footwear,INE317I01021
266,P N Gadgil Jewellers Ltd.,PNGJL,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE953R01016
267,PC Jeweller Ltd.,PCJEWELLER,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE785M01021
267,PG Electroplast Ltd.,PGEL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE457L01029
268,Redtape Ltd.,REDTAPE,NIFTY CONSUMER DUR,Footwear,INE0LXT01019
268,Relaxo Footwears Ltd.,RELAXO,NIFTY CONSUMER DUR,Footwear,INE131B01039
269,Safari Industries (India) Ltd.,SAFARI,NIFTY CONSUMER DUR,Household & Personal Products,INE429E01023
